0, B/S, 0, 0, 1, b!
3, B2-a3aeiq4einr5jknq6ein8/S02cin3aekr4aceirz5aci6en8, 0, 0, 2813, obobo!
3, B2-ae3aeiq4nrz5q6in7e/S02cik3ejkr4-aqtwz5aeir6ckn7, 0, 0, 2814, obobo!
3, B2-a3aeiq4ceinqr5jkn6i8/S02cin3aekr4acekry5-knqr6n8, 0, 0, 2815, obobo!
3, B2-an3aeiq4einrz5jnq6i/S02cin3aekr4aceiyz5aciq6n8, 0, 0, 2816, obobo!
3, B2-a3aeiq4ceinqrw5cjn6cin8/S02cin3aekr4acer5acijy6kn8, 0, 0, 2817, obobo!
3, B2-a3aeiq4ceinqr5cjn6cei/S02cin3aekr4aceikrz5cijy6en8, 0, 0, 2818, obobo!
3, B2-a3aeiq4einqr5jkn6ei8/S02cin3aekr4acey5-an6n8, 0, 0, 2819, obobo!
3, B2-a3aeiq4einqr5jn6-ak8/S02cin3aekr4acer5-knr8, 0, 0, 2820, obobo!
3, B2-a3aeiq4einrw5jn6i/S02cin3aekr4aceir5iky6ekn8, 0, 0, 2821, obobo!
3, B2-a3aeiq4ceinqr5cjn6ein8/S02cin3aekr4aceikr5-eknq6n8, 0, 0, 2822, obobo!
3, B2-a3aeiq4einqr5cjn6cin8/S02cin3aekr4acekz5-enqr6en8, 0, 0, 2824, obobo!
3, B2-a3aeiq4einr5jkn6i8/S02cin3aekr4acejkr5aceiq6e8, 0, 0, 2825, obobo!
3, B2-ae3aeiq4acnqr5aq6-ac78/S02ci3ejr4-aktyz5-jkry6ck8, 0, 0, 2826, obobo!
3, B2cik3aeiq4ceijnwz5acnq6cik7c8/S02cin3acejr4eijknr5-ikry6ce7e, 0, 0, 2828, obobo!
3, B2-a3aeiq4ceinqrz5cjkn6i/S02cin3aekr4acei5-aknr6en8, 0, 0, 2829, obobo!
3, B2cik3aceiq4cnqrz5ckq6i7/S02-ae3ejkr4-aqtwy5aceij6-ai7c, 0, 0, 2830, obobo!
3, B2-a3aeiq4ceinqr5jkn6i8/S02cin3aekr4acerz5-kn8, 0, 0, 2832, obobo!
3, B2-a3aeiq4ceinqr5cjkn6ein8/S02cin3aekr4aceirz5-enq6e8, 0, 0, 2834, obobo!
3, B2-a3aeiq4einqr5jkn6ci8/S02cin3aekr4aceijk5aeijk8, 0, 0, 2835, obobo!
3, B2-a3aeiq4einqrw5cjn6in/S02cin3aekr4acer5-nqr6ekn8, 0, 0, 2836, obobo!
3, B2-a3aeiq4einqrz5jn6-ak/S02cin3aekr4aceij5ceiq6e8, 0, 0, 2837, obobo!
3, B2-a3aeiq4ceinqrz5jkn6in/S02cin3aekr4aceik5-knqr6kn8, 0, 0, 2838, obobo!
3, B2-a3aeiq4einqr5cjkn6cei8/S02cin3aekr4aceijyz5acikq6n8, 0, 0, 2839, obobo!
3, B2-a3aeiq4ceinqr5cjn6ei/S02cin3aekr4acer5-aknq6n8, 0, 0, 2840, obobo!
3, B2-a3aeiq4einr5jknq6ei/S02cin3aekr4aceikz5aeiq6e8, 0, 0, 2841, obobo!
3, B2-ae3aeiq4nqr5kq6eik7e/S02-ae3ejr4-atwyz5aeiqr6-ai7e8, 0, 0, 2842, obobo!
3, B2-a3aeiq4einqr5cjkn6-ak/S02cin3aekr4aceikry5cij8, 0, 0, 2843, obobo!
3, B2-a3aeiq4ceinqr5cjn6ein8/S02cin3aekr4aceik5acijy6k8, 0, 0, 2844, obobo!
3, B2-a3aeiq4ceinqr5jn6cei/S02cin3aekr4aceiyz5-n6n8, 0, 0, 2846, obobo!
3, B2-a3aeiq4einqr5jn6cin/S02cin3aekr4-nqtwy5ei8, 0, 0, 2847, obobo!
3, B2-a3aeiq4einqr5cjkn6-ak/S02cin3aekr4acerz5-eknq6en8, 0, 0, 2848, obobo!
3, B2cik3aceiq4cnqr5ckq6i78/S02-ak3ejk4-twyz5-ajqr6-ai7c8, 0, 0, 2850, obobo!
3, B2-an3aeiq4einqrz5cjnq6-ak8/S02cin3aekr4acejky5ceik8, 0, 0, 2851, obobo!
3, B2-a3aeiq4einqr5jkn6ci8/S02cin3aekr4aceikz5acijy8, 0, 0, 2852, obobo!
3, B2-ae3aeiq4cnrwz6i7e8/S02-ak3ejr4-aqtwz5-cy6cek, 0, 0, 2854, obobo!
3, B2-a3aeiq4einqrz5jkn6cei/S02cin3aekr4aceirz5cijy6en8, 0, 0, 2855, obobo!
3, B2-a3aeiq4einqr5jkn6ein/S02cin3aekr4aceiyz5cijy6e8, 0, 0, 2856, obobo!
3, B2-ae3aeiq4nqr5cq6ik7e8/S02-an3ejr4ceijnr5-ckqy6c7e, 0, 0, 2858, obobo!
3, B2-a3aeiq4ceinqrz5jn6in8/S02cin3aekr4acei5-akn6ekn8, 0, 0, 2859, obobo!
3, B2-a3aeiq4ceinqr5cjn6in8/S02cin3aekr4aceiz5-enqr6n8, 0, 0, 2860, obobo!
3, B2-a3aeiq4einqrz5cjn6ei/S02cin3aekr4aceikz5acij6n8, 0, 0, 2861, obobo!
3, B2-a3aeiq4ceinqr5jn6cei/S02cin3aekr4acez5-nr6ekn8, 0, 0, 2862, obobo!
3, B2-a3aeiq4einqr5cjnq6in/S02cin3aekr4aceiy5ceiq6n8, 0, 0, 2863, obobo!
3, B2-a3aeiq4ceinqr5jn6i8/S02cin3aekr4acekz5-nq8, 0, 0, 2864, obobo!
3, B2-a3aeiq4ceinqr5jn6cin/S02cin3aekr4aceikr5-en6n8, 0, 0, 2866, obobo!
3, B2-an3aeiq4einqrz5jnq6cin/S02cin3aekr4aceijkz5aci6en8, 0, 0, 2867, obobo!
3, B2cik3aeiq4cnrwz5ckq6ikn78/S02-a3ej4ceijknr5-jq6cek7e8, 0, 0, 2868, obobo!
3, B2-a3aeiq4einqrz5jn6-ak/S02cin3aekr4aceik5acijk8, 0, 0, 2869, obobo!
3, B2-a3aeiq4einqr5cjn6-ak8/S02cin3aekr4acek5-aen6k8, 0, 0, 2870, obobo!
3, B2-a3aeiq4ceinqr5cjn6ei8/S02cin3aekr4acey5-knqr6kn8, 0, 0, 2872, obobo!
3, B2-a3aeiq4einqrz5jkn6cin/S02cin3aekr4acer5-kn6n8, 0, 0, 2874, obobo!
3, B2-a3aeiq4einqrz5jn6ei8/S02cin3aekr4aceik5cijry6e8, 0, 0, 2875, obobo!
3, B2-a3aeiq4einqr5cjn6i/S02cin3aekr4aceiy5-anq6n8, 0, 0, 2876, obobo!
3, B2-a3aeiq4ceinqr5cjn6i8/S02cin3aekr4aceryz5-enr6n8, 0, 0, 2877, obobo!
3, B2-a3aeiq4ceinqr5jkn6ei/S02cin3aekr4ace5-enq6kn8, 0, 0, 2878, obobo!
3, B2-a3aeiq4einrw5cjkn6ei8/S02cin3aekr4aceir5iky6en8, 0, 0, 2879, obobo!
3, B2-a3aeiq4einqr5jkn6ein8/S02cin3aekr4acekry5ceijy6ekn8, 0, 0, 2880, obobo!
3, B2-a3aeiq4einqr5jnq6in8/S02cin3aekr4aceijk5cijk6n8, 0, 0, 2881, obobo!
3, B2-a3aeiq4einqr5cjn6cei/S02cin3aekr4acerz5-aknq6e8, 0, 0, 2882, obobo!
3, B2-a3aeiq4einqr5cjn6ci8/S02cin3aekr4aceikz5-eknr6en8, 0, 0, 2883, obobo!
3, B2-a3aeiq4ceinqr5cjkn6cei/S02cin3aekr4aceiz5-knr6en8, 0, 0, 2884, obobo!
3, B2-a3aeiq4einqr5cjknq6-ak/S02cin3aekr4acekr5aik6n8, 0, 0, 2885, obobo!
3, B2-a3aeiq4einr5cjknq6-ak/S02cin3aekr4aceirz5acei6e8, 0, 0, 2886, obobo!
3, B2-a3aeiq4einqr5cjn6ci/S02cin3aekr4aceijkz5aceiq8, 0, 0, 2887, obobo!
3, B2-ae3aeiq4cnqr5cq6ik7e/S02cin3ejkr4-tw5-akqy6cek7c, 0, 0, 2888, obobo!
3, B2-a3aeiq4einqr5cjn6in8/S02cin3aekr4aceikr5-enq6ekn8, 0, 0, 2890, obobo!
3, B2-a3aeiq4einqr5cjn6i8/S02cin3aekr4acer5-kn8, 0, 0, 2892, obobo!
3, B2-an3aeiq4ceinr5acjkn6ei8/S02cin3aekr4acejy5aiy8, 0, 0, 2893, obobo!
3, B2-a3aeiq4einqr5jn6i/S02cin3aekr4aceyz5-aenr6k8, 0, 0, 2894, obobo!
3, B2-a3aeiq4einqr5cjnq6ein8/S02cin3aekr4aceiry5acijk6en8, 0, 0, 2895, obobo!
3, B2-ae3aeiq4nqrw5c6-ac78/S02-ae3ejkr4-aqtz5-cjqy6cen8, 0, 0, 2896, obobo!
3, B2-a3aeiq4einqr5jkn6cei8/S02cin3aekr4aceikz5-enqr6e8, 0, 0, 2897, obobo!
3, B2-a3aeiq4ceinqr5jn6ei/S02cin3aekr4acekry5-knqr6k8, 0, 0, 2898, obobo!
3, B2-a3aeiq4ceinqr5cjkn6ci/S02cin3aekr4aceik5-aenq6ek8, 0, 0, 2899, obobo!
3, B2-ae3aceiq4cnrwz5cq6ei7e8/S02ci3ejk4-kqty5-jn6cen7c, 0, 0, 2900, obobo!
3, B2-a3aeiq4ceinqr5jkn6-ak/S02cin3aekr4aceik5-enq6ek8, 0, 0, 2901, obobo!
3, B2-a3aeiq4einqr5cjn6in8/S02cin3aekr4aceky5-eknr6n8, 0, 0, 2902, obobo!
3, B2-a3aeiq4einr5cjnq6-ak/S02cin3aekr4aceir5cik6n8, 0, 0, 2903, obobo!
3, B2-a3aeiq4einqr5jkn6in8/S02cin3aekr4aceiy5cijry6e8, 0, 0, 2904, obobo!
3, B2-ae3aeiq4nqr5c6ik7/S02cin3ejnr4-akqt5-cjny6ce78, 0, 0, 2906, obobo!
3, B2-a3aeiq4einqr5jn6ei/S02cin3aekr4aceirz5-eknr8, 0, 0, 2908, obobo!
3, B2-an3aeiq4ceinrwz5jkn6cin/S02cin3aekr4acejry5cik8, 0, 0, 2909, obobo!
3, B2-a3aeiq4ceinqrz5jkn6ein/S02cin3aekr4acei5-nqr6n8, 0, 0, 2910, obobo!
3, B2-an3aeiq4einrz5jknq6cin8/S02cin3aekr4-jnqtw5-jnry8, 0, 0, 2911, obobo!
3, B2-a3aeiq4ceinqr5jn6i/S02cin3aekr4acerz5-anr6kn8, 0, 0, 2912, obobo!
3, B2-a3aeiq4ceinqr5jn6ein8/S02cin3aekr4aceikrz5-nq6e8, 0, 0, 2913, obobo!
3, B2-a3aeiq4einqrz5jkn6in/S02cin3aekr4aceirz5ceijy6e8, 0, 0, 2914, obobo!
3, B2-a3aeiq4ceinqr5cjkn6i/S02cin3aekr4acey5-eknq6ek8, 0, 0, 2916, obobo!
3, B2-a3aeiq4einqrz5jn6ein8/S02cin3aekr4aceirz5ceijy6e8, 0, 0, 2917, obobo!
3, B2-ae3aeiq4nr6-ac7e8/S02cik3ejr4-akqty5-ckqy6c7e, 0, 0, 2918, obobo!
3, B2-a3aeiq4ceinr5cjn6cei/S02cin3aekr4aceijry5iy6ekn8, 0, 0, 2919, obobo!
3, B2-a3aeiq4einqr5jn6-ak/S02cin3aekr4aceiryz5-enqr6en8, 0, 0, 2920, obobo!
3, B2-an3aeiq4einr5ajkn6ein8/S02cin3aekr4acej5iry6ekn8, 0, 0, 2921, obobo!
3, B2-a3aeiq4einqr5cjn6in8/S02cin3aekr4ace5-knq6en8, 0, 0, 2922, obobo!
3, B2-a3aeiq4einrz5jkn6in/S02cin3aekr4aceijr5iry6e8, 0, 0, 2923, obobo!
3, B2-a3aeiq4einqr5cjn6-ak8/S02cin3aekr4acerz5cijry6n8, 0, 0, 2924, obobo!
3, B2-a3aeiq4einqr5jn6ei/S02cin3aekr4acery5-anqr6ek8, 0, 0, 2926, obobo!
3, B2-a3aeiq4einqr5cjkn6ei8/S02cin3aekr4acez5ceijy6kn8, 0, 0, 2928, obobo!
3, B2-a3aeiq4einqr5jkn6ci8/S02cin3aekr4acekr5-nr6en8, 0, 0, 2930, obobo!
3, B2-a3aeiq4einr5cjn6cin8/S02cin3aekr4-knqtw5iy6k8, 0, 0, 2931, obobo!
3, B2-a3aeiq4ceinqr5cjn6-ak/S02cin3aekr4aceikr5-knqr6ekn8, 0, 0, 2932, obobo!
3, B2cin3aceiq4nqr5kq6-ac7e8/S02-a3ejnr4-qt5-jqr6ckn7, 0, 0, 2933, obobo!
3, B2-a3aeiq4ceinqr5cjkn6in/S02cin3aekr4acek5-anqr8, 0, 0, 2934, obobo!
3, B2-a3aeiq4ceinqr5cjkn6in/S02cin3aekr4aceiry5-anqr6kn8, 0, 0, 2936, obobo!
3, B2-a3aeiq4einr5jknq6in8/S02cin3aekr4aceijr5aeiq6e8, 0, 0, 2937, obobo!
3, B2-ae3aeiq4nrz5ckq6eik7e/S02-ak3ejknr4-akqty5-cjqy6ck8, 0, 0, 2938, obobo!
3, B2-a3aeiq4einqr5cjn6i8/S02cin3aekr4aceiryz5-aen8, 0, 0, 2939, obobo!
3, B2-a3aeiq4einqrz5jn6ei/S02cin3aekr4acekr5-knqr6k8, 0, 0, 2940, obobo!
3, B2-a3aeiq4ceinqrz5cjkn6ci/S02cin3aekr4aceirz5acijy8, 0, 0, 2941, obobo!
3, B2-a3aeiq4ceinqr5jkn6ein8/S02cin3aekr4aceikz5ceijy6k8, 0, 0, 2942, obobo!
3, B2-a3aeiq4einqr5cjkn6i8/S02cin3aekr4aceikr5-knqr6en8, 0, 0, 2943, obobo!
3, B2-a3aeiq4ceinqr5jn6i/S02cin3aekr4acer5-aenq6kn8, 0, 0, 2944, obobo!
3, B2-a3aeiq4ceinqr5cjkn6ein8/S02cin3aekr4aceirz5cijky6kn8, 0, 0, 2945, obobo!
3, B2-a3aeiq4ceinqr5jn6ei8/S02cin3aekr4aceik5acijy8, 0, 0, 2946, obobo!
3, B2-a3aeiq4ceinqrz5cjn6cin/S02cin3aekr4aceir5-enr6n8, 0, 0, 2948, obobo!
3, B2-ae3aeiq4nrwz5k6ikn78/S02ci3ejknr4-akqtz5-ak6ck8, 0, 0, 2950, obobo!
3, B2-an3aeiq4einqrz5jkn6i8/S02cin3aekr4-knqtw5aceij8, 0, 0, 2951, obobo!
3, B2-a3aeiq4einqr5cjkn6i8/S02cin3aekr4aceikry5cijy6ekn8, 0, 0, 2952, obobo!
3, B2-a3aeiq4einqr5cjknq6cin8/S02cin3aekr4aceiry5ai6n8, 0, 0, 2953, obobo!
3, B2cik3aeijq4cinr5kq6ein7c8/S02cin3cejkq4-kqtwz5cjnqy6ack7e8, 0, 0, 2954, obobo!
3, B2-a3aeiq4ceinqr5jn6ci/S02cin3aekr4aceikr5-n6e8, 0, 0, 2956, obobo!
3, B2-a3aeiq4ceinqrz5jkn6i/S02cin3aekr4aceiy5acijy6ekn8, 0, 0, 2958, obobo!
3, B2-a3aeiq4ceinr5jkn6ci/S02cin3aekr4aceijkr5ai6e8, 0, 0, 2959, obobo!
3, B2-a3aeiq4einqr5cjkn6in8/S02cin3aekr4aceikz5-nq6k8, 0, 0, 2960, obobo!
3, B2-a3aeiq4einr5cjkn6i8/S02cin3aekr4-jnqtw5aci6e8, 0, 0, 2961, obobo!
3, B2-a3aeiq4einqr5jkn6cei8/S02cin3aekr4aceir5-aknr6k8, 0, 0, 2962, obobo!
3, B2-a3aeiq4einrz5jn6cei/S02cin3aekr4aceikry5cik6n8, 0, 0, 2963, obobo!
3, B2-a3aeiq4ceinqr5jn6cei8/S02cin3aekr4acey5-an6e8, 0, 0, 2964, obobo!
3, B2-a3aeiq4einqr5cjkn6in8/S02cin3aekr4acery5cijqy6e8, 0, 0, 2966, obobo!
3, B2-a3aeiq4ceinqr5cjkn6ein8/S02cin3aekr4ace5-enq6ek8, 0, 0, 2968, obobo!
3, B2-a3aeiq4ceinqrw5jn6i/S02cin3aekr4aceiry5-anqr6en8, 0, 0, 2970, obobo!
3, B2-a3aeiq4ceinqrw5jn6i8/S02cin3aekr4acei5-nr6e8, 0, 0, 2971, obobo!
3, B2-a3aeiq4einqr5jn6in8/S02cin3aekr4aceiy5-knq6n8, 0, 0, 2972, obobo!
3, B2-a3aeiq4ceinqr5jkn6ein/S02cin3aekr4aceiz5-n8, 0, 0, 2973, obobo!
3, B2-a3aeiq4ceinqr5jn6cin8/S02cin3aekr4acekr5-aenq6kn8, 0, 0, 2974, obobo!
3, B2-a3aeiq4einqr5cjn6ei8/S02cin3aekr4aceyz5-eknq8, 0, 0, 2976, obobo!
3, B2-a3aeiq4einqrz5jkn6ci/S02cin3aekr4aceijkr5aeik8, 0, 0, 2977, obobo!
3, B2-a3aeiq4einqr5cjn6cin/S02cin3aekr4-jnqtw5ceijy6en8, 0, 0, 2978, obobo!
3, B2-a3aeiq4ceinqr5cjn6cei8/S02cin3aekr4aceikr5-ekn6n8, 0, 0, 2980, obobo!
3, B2-a3aeiq4einr5jnq6cin8/S02cin3aekr4aceijry5ceikq6e8, 0, 0, 2981, obobo!
3, B2-ae3aeiq4cnr5kq6in7e/S02cei3ejnr4ceijknr5-cnqy6-ai7, 0, 0, 2982, obobo!
3, B2-a3aeiq4ceinqrz5jn6i/S02cin3aekr4aceir5-enq8, 0, 0, 2983, obobo!
3, B2-a3aeiq4einqr5jkn6cin/S02cin3aekr4acerz5-knq6n8, 0, 0, 2984, obobo!
3, B2-ae3aeiq4nrw5k6ik7e/S02cei3ejknr4-aktyz5-cjny6ce7e, 0, 0, 2986, obobo!
3, B2-a3aeiq4einqr5jknq6-ak8/S02cin3aekr4acek5cik6en8, 0, 0, 2987, obobo!
3, B2-a3aeiq4einqr5jn6cei/S02cin3aekr4aceirz5-nq6e8, 0, 0, 2988, obobo!
3, B2-ae3aeiq4cnqr5ck6i7/S02cin3ejknr4-aktw5-cqy6cn7c, 0, 0, 2990, obobo!
3, B2-a3aeiq4ceinqr5jn6i/S02cin3aekr4acekr5-aknr8, 0, 0, 2992, obobo!
3, B2-a3aeiq4einrz5cjn6cei/S02cin3aekr4aceijz5acei8, 0, 0, 2994, obobo!
3, B2-a3aeiq4einqr5jkn6-ak8/S02cin3aekr4-nqtwz5ci6e8, 0, 0, 2995, obobo!
3, B2-a3aeiq4einqr5jn6cin/S02cin3aekr4aceyz5-enqr6n8, 0, 0, 2996, obobo!
3, B2-ae3aceiq4eijnqrw5eq6-an/S02cei3ejk4-actyz5cikqy6ckn, 0, 0, 2998, obobo!
3, B2-ae3aeiq4cnrw5q6-ac7e8/S02-ak3ejkr4-akqtw5-ckny6c, 0, 0, 3000, obobo!
3, B2-a3aeiq4einqrz5jkn6ein8/S02cin3aekr4aceijr5aeijk6en8, 0, 0, 3001, obobo!
3, B2-a3aeiq4einqr5jkn6ei/S02cin3aekr4aceiz5-enr6ek8, 0, 0, 3002, obobo!
3, B2-a3aeiq4ceinqr5jn6cei8/S02cin3aekr4aceik5-eknr6kn8, 0, 0, 3004, obobo!
3, B2-a3aeiq4einqr5cjkn6cin/S02cin3aekr4acejkr5aeij6en8, 0, 0, 3005, obobo!
3, B2-a3aeiq4ceinqr5jkn6ei/S02cin3aekr4acer5-nqr8, 0, 0, 3006, obobo!
3, B2-a3aeiq4einr5cjn6cei8/S02cin3aekr4acez5aikry6n8, 0, 0, 3007, obobo!
3, B2-a3aeiq4ceinqr5jkn6ei/S02cin3aekr4acekrz5-enq6n8, 0, 0, 3008, obobo!
3, B2-a3aeiq4einr5jkn6ein8/S02cin3aekr4-knqtw5aij6e8, 0, 0, 3009, obobo!
3, B2-a3aeiq4einqr5jkn6ein/S02cin3aekr4ace5-aknq6e8, 0, 0, 3010, obobo!
3, B2-a3aeiq4einqr5cjkn6ci8/S02cin3aekr4aceik5cijy6ek8, 0, 0, 3011, obobo!
3, B2-a3aeiq4einrz5jkn6cei/S02cin3aekr4aceir5aceik6e8, 0, 0, 3012, obobo!
3, B2-a3aeiq4einqr5jnq6cin8/S02cin3aekr4aceiz5acik6e8, 0, 0, 3013, obobo!
3, B2-a3aeiq4einqrz5jn6in/S02cin3aekr4acei5-aekn6k8, 0, 0, 3014, obobo!
3, B2-a3aeiq4einqrz5cjkn6i/S02cin3aekr4aceijk5cik6e8, 0, 0, 3016, obobo!
3, B2-a3aeiq4einqr5cjkn6i/S02cin3aekr4aceikz5-enr6n8, 0, 0, 3018, obobo!
3, B2-a3aeiq4einr5jn6ei/S02cin3aekr4-nqrtw5cik6en8, 0, 0, 3019, obobo!
3, B2-ae3aeiq4cnqrw5ckq6ik7/S02-ak3ejkr4-aktyz5-cny6ck7c8, 0, 0, 3020, obobo!
3, B2-a3aeiq4einqrz5jn6i8/S02cin3aekr4acei5-aenr6en8, 0, 0, 3022, obobo!
3, B2-a3aeiq4ceinqrz5cjn6ei8/S02cin3aekr4ace5acijy6en8, 0, 0, 3024, obobo!
3, B2-a3aeiq4ceinr5cjn6cin8/S02cin3aekr4acejrz5aiy6n8, 0, 0, 3025, obobo!
3, B2-a3aeiq4einqr5jkn6cei/S02cin3aekr4acerz5-anr8, 0, 0, 3026, obobo!
3, B2-a3aeiq4einr5cjkn6-ak/S02cin3aekr4acejy5aeik8, 0, 0, 3028, obobo!
3, B2-a3aeiq4einqr5cjkn6in/S02cin3aekr4ace5-nq6ekn8, 0, 0, 3029, obobo!
3, B2-ak3aceiq4cnrw5ak6ik7e8/S02cik3ejn4-atwz5-jnry6cn7c, 0, 0, 3030, obobo!
3, B2cik3aeiqr4ceijnr5akqy6ci/S02-a3ej4eijrz5jknr6en7e8, 0, 0, 3032, obobo!
3, B2-an3aeiq4einrz5cjnq6in/S02cin3aekr4-nqtwy5cik6en8, 0, 0, 3034, obobo!
3, B2-a3aeiq4einqrz5cjkn6i8/S02cin3aekr4aceir5acijy6n8, 0, 0, 3035, obobo!
3, B2-a3aeiq4einqr5cjkn6in/S02cin3aekr4aceirz5-anq6n8, 0, 0, 3036, obobo!
3, B2-an3aeiq4einqrz5cjn6cin/S02cin3aekr4-knqtw5cijk6en8, 0, 0, 3037, obobo!
3, B2-a3aeiq4ceinqrz5jn6ein/S02cin3aekr4acei5cijry6ek8, 0, 0, 3038, obobo!
3, B2cin3aceiq4acnr5ck6ikn7e8/S02-ae3ej4-tw5-nq6ck7e8, 0, 0, 3040, obobo!
3, B2-a3aeiq4einqr5jkn6ei8/S02cin3aekr4acez5-knq8, 0, 0, 3042, obobo!
3, B2-a3aeiq4einqr5jkn6ein8/S02cin3aekr4aceikr5-enqr6kn8, 0, 0, 3044, obobo!
3, B2-an3aeiq4ceinr5acjkn6ein/S02cin3aekr4aceijyz5aiy6k8, 0, 0, 3045, obobo!
3, B2-a3aeiq4ceinqrz5cjn6ei8/S02cin3aekr4aceiz5-enqr6kn8, 0, 0, 3046, obobo!
3, B2-a3aeiq4einqr5jn6cin8/S02cin3aekr4ace5-eknq6e8, 0, 0, 3048, obobo!
3, B2-a3aeiq4einr5cjkn6cin/S02cin3aekr4aceijrz5aiy6ek8, 0, 0, 3049, obobo!
3, B2-a3aeiq4ceinqr5jn6cei8/S02cin3aekr4aceikrz5-nqr6ek8, 0, 0, 3050, obobo!
3, B2-a3aeiq4ceinqrz5cjn6ein8/S02cin3aekr4aceiz5-knqr6ekn8, 0, 0, 3052, obobo!
3, B2-a3aeiq4einqr5jn6ei/S02cin3aekr4aceky5-n8, 0, 0, 3053, obobo!
3, B2-a3aeiq4einrz5jn6ci/S02cin3aekr4aceir5aikq8, 0, 0, 3054, obobo!
3, B2-a3aeiq4einqr5cjn6ei8/S02cin3aekr4aceiry5-anq6k8, 0, 0, 3055, obobo!
3, B2-a3aeiq4ceinqrw5jkn6in8/S02cin3aekr4acer5cijky6e8, 0, 0, 3056, obobo!
3, B2cin3aceiq4acnrw5a6in7e/S02cin3ejkr4-kty5-cqy6cen, 0, 0, 3058, obobo!
3, B2-a3aeiq4einqr5cjn6cei8/S02cin3aekr4acekr5-knqr6e8, 0, 0, 3060, obobo!
3, B2-a3aeiq4ceinqr5jn6ei/S02cin3aekr4aceikr5-eknq6n8, 0, 0, 3062, obobo!
3, B2-a3aeiq4einr5jknq6ci8/S02cin3aekr4aceij5aijk8, 0, 0, 3063, obobo!
3, B2-a3aeiq4ceinqr5cjkn6i/S02cin3aekr4acer5-enq6e8, 0, 0, 3064, obobo!
3, B2-a3aeiq4ceinrw5jn6i/S02cin3aekr4aceijr5iy6n8, 0, 0, 3065, obobo!
3, B2-a3aeiq4einqrz5jkn6in/S02cin3aekr4acek5-knqr6en8, 0, 0, 3066, obobo!
3, B2-a3aeiq4ceinqrw5cjn6ei8/S02cin3aekr4aceir5-anqr6kn8, 0, 0, 3068, obobo!
3, B2-a3aeiq4einqr5jn6cei/S02cin3aekr4acekr5-en8, 0, 0, 3070, obobo!
3, B2-a3aeiq4einqr5cjn6ein8/S02cin3aekr4aceirz5cijry6ekn8, 0, 0, 3071, obobo!
3, B2-a3aeiq4einrz5cjn6cei/S02cin3aekr4acekr5ceik6n8, 0, 0, 3072, obobo!
3, B2-a3aeiq4ceinr5jkn6ei/S02cin3aekr4aceij5ikry6ek8, 0, 0, 3073, obobo!
3, B2-a3aeiq4einqr5jn6ein/S02cin3aekr4acekz5-enqr6en8, 0, 0, 3074, obobo!
3, B2-a3aeiq4einqrz5jn6-ak/S02cin3aekr4aceijz5acik6n8, 0, 0, 3075, obobo!
3, B2-a3aeiq4ceinqr5cjn6in/S02cin3aekr4acekr5-enq6kn8, 0, 0, 3076, obobo!
3, B2-a3aeiq4ceinqr5jn6cei/S02cin3aekr4aceiry5-eknq6n8, 0, 0, 3077, obobo!
3, B2-a3aeiq4einqrz5jn6cei/S02cin3aekr4aceijk5i6e8, 0, 0, 3078, obobo!
3, B2-a3aeiq4ceinqr5cjn6ei/S02cin3aekr4aceiy5-aen8, 0, 0, 3079, obobo!
3, B2-a3aeiq4einqrz5jkn6i/S02cin3aekr4acer5-aenq6ekn8, 0, 0, 3080, obobo!
3, B2-ae3aeiq4cen5knq6-an7c8/S02cei3-ciry4aek5k6-ei78, 0, 0, 3082, obobo!
3, B2-a3aeiq4einqr5cjkn6in8/S02cin3aekr4acekr5-eknq6kn8, 0, 0, 3084, obobo!
3, B2-ae3aceiq4eijnz5ejnq6-ae7c/S02ci3aejkr4-ajqtz5-ijky6ck8, 0, 0, 3086, obobo!
3, B2-a3aeiq4ceinqrz5cjn6i/S02cin3aekr4acei5-kn8, 0, 0, 3088, obobo!
3, B2-a3aeiq4ceinqr5jkn6in8/S02cin3aekr4acekr5ceijy6en8, 0, 0, 3090, obobo!
3, B2-a3aeiq4einqrz5jkn6-ak8/S02cin3aekr4acer5-nqr6en8, 0, 0, 3092, obobo!
3, B2-an3aeiq4ceinqrz5jkn6cei/S02cin3aekr4acejkrz5aci6en8, 0, 0, 3093, obobo!
3, B2-a3aeiq4einqr5jn6i/S02cin3aekr4acek5-aen6k8, 0, 0, 3094, obobo!
3, B2-a3aeiq4einr5jn6cin8/S02cin3aekr4-nqtwy5aijk6en8, 0, 0, 3095, obobo!
3, B2-a3aeiq4einqr5jkn6ei/S02cin3aekr4aceikz5-knqr6ek8, 0, 0, 3096, obobo!
3, B2-ae3-jkny4cjnr5cejk6-a7/S02ci3cejq4cekryz5-kn6ace7, 0, 0, 3098, obobo!
3, B2-a3aeiq4ceinqrz5jn6ci/S02cin3aekr4acer5cijky6ekn8, 0, 0, 3100, obobo!
3, B2-a3aeiq4einqr5jn6in/S02cin3aekr4aceiky5-aekn6kn8, 0, 0, 3101, obobo!
3, B2-a3aeiq4ceinqr5jn6cei/S02cin3aekr4acez5cijky6en8, 0, 0, 3102, obobo!
3, B2-ae3aeiq4cnr6i7e/S02cin3ejknr4ceijnrw5aeir6ck7e, 0, 0, 3104, obobo!
3, B2-a3aeiq4ceinqr5jn6ei/S02cin3aekr4aceiy5cijky8, 0, 0, 3106, obobo!
